sentID.BTEC	split	lang	sent
11515	corpus-6-train	MSA	أريدها نصف مطهوة ، من فضلك .
11517	corpus-6-train	MSA	عليك دفع رسم إضافي عند تركك السيارة .
11518	corpus-6-train	MSA	كيف تربط حزام المقعد ؟
11519	corpus-6-dev	MSA	إنني أنادي الحارس .
11520	corpus-6-train	MSA	إنه مملوء لا شيء يمكن أن نفعله .
11521	corpus-6-train	MSA	سر إلى الأمام مباشرة لمسافة مربعين سكنيين .
11523	corpus-6-train	MSA	استدع سيارة إسعاف بسرعة ، من فضلك .
11525	corpus-6-train	MSA	معذرة ، متى ستصل الطائرة إلى طوكيو ؟
11526	corpus-6-train	MSA	هل ما زالت هذه التذكرة متاحة ؟
11527	corpus-6-train	MSA	هل تحتاج قلم حبر ، أو قلم رصاص ؟
11528	corpus-6-train	MSA	لا يوثق في هذا الرجل .
11530	corpus-6-train	MSA	هل لديكم خريطة لرياضة ركوب الدراجات ؟
11532	corpus-6-train	MSA	مقاس عشرة ، يا سيدتي . البطاقات الحمراء معلقة على مقاس عشرة .
11533	corpus-6-train	MSA	مع فكة صغيرة ، من فضلك .
11534	corpus-6-train	MSA	نعم ، لدينا . هل تحب أن تقرأ بعض المجلات اليابانية ، كذلك ؟
11535	corpus-6-train	MSA	مخفوق ، من فضلك .
11539	corpus-6-train	MSA	"نعم ، هو كذلك . نحن نسمي موسم المطر في اليابان باسم "" تسويو "" ."
11540	corpus-6-train	MSA	املأ الخزان ، من فضلك .
11541	corpus-6-test-corpus-26-train	MSA	الكثير جداً من التمارين يضر بك .
11542	corpus-6-train	MSA	لا اشعر برجلي اليمني .
11543	corpus-6-train	MSA	طبعا ، لكن لا توجد غرفة مزدوجة أخرى لليلة .
11544	corpus-6-test-corpus-26-train	MSA	بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .
11545	corpus-6-train	MSA	بأي طول أقطعها ؟ حوالي هكذا ؟
11548	corpus-6-train	MSA	هل يجب أن ينزل الجميع ؟
11549	corpus-6-train	MSA	هلا تحدثت بشكل أبطأ ، من فضلك ؟
11550	corpus-6-test-corpus-26-train	MSA	هل تستطيع تصليح هذا ؟
11552	corpus-6-train	MSA	هل هذا هو الدواء الذي وصفه لي طبيب أسرتي ؟
11554	corpus-6-train	MSA	يقال إن تاريخ وتقاليد وثقافة أمة ما تبدو في عطلاتها القومية .
11555	corpus-6-dev	MSA	هل ستقلع هذه الرحلة في موعدها ؟
11561	corpus-6-train	MSA	لا ، لكن يمكن أن تطلب هذا الرقم للحصول على مساعدة باليابانية . واحد ثماني مائة .
11562	corpus-6-train	MSA	دعني ألقي نظرة على هذه السيارة .
11564	corpus-6-train	MSA	هل يمكن أن توصي بمحل جيد يبيع الساعات الأثرية ، من فضلك ؟
11566	corpus-6-dev	MSA	نعم ، سوف أذكر ذلك .
11569	corpus-6-train	MSA	أريد محول كهربي وفيش وبرايز . إن الجهد الكهربي في هذا البلد مختلف عن بلادنا ، وكذلك الأجهزة الكهربائية .
11572	corpus-6-train	MSA	كانوا أربعة شبان .
11574	corpus-6-test-corpus-26-train	MSA	مساء الخير . أهلا .
11575	corpus-6-train	MSA	أظن إنني عندي التواء في أسفل ظهري .
11576	corpus-6-test-corpus-26-train	MSA	لا أستطيع العثور على أمتعتك .
11577	corpus-6-train	MSA	هل تريد أن أقص من السوالف قليلا ؟
11578	corpus-6-train	MSA	نريدك الانتقال إلى سفح أ . بي . سي .
11580	corpus-6-train	MSA	مقاس عادي , من فضلك .
11581	corpus-6-train	MSA	اسمي تشيبا ، غرفة رقم ثلاثة خمسة وأربعون .
11583	corpus-6-train	MSA	نحن نأخذ عشرين عطلة مدفوعة الأجر في العام الواحد .
11584	corpus-6-train	MSA	حقائبي ليست هنا .
11585	corpus-6-train	MSA	بمناسبة الحديث عن اللمس , إن الرجل الأمريكي يضع يده خلف ظهر السيدة بشكل طبيعي .
11587	corpus-6-train	MSA	أين الطعام الذي طلبته ؟
11589	corpus-6-dev	MSA	لأنني سوف أعد سمك السالمون بطريقة مونير .
11590	corpus-6-train	MSA	لطيف منك أن تتصل لتطمئن على صحتي .
11591	corpus-6-train	MSA	لا أشعر بتحسن .
11592	corpus-6-train	MSA	من المتعب حمل الكثير من الأشياء من مكان لآخر ، لذا سوف أشتري تذكاراًتي في اليوم الأخير .
11593	corpus-6-train	MSA	سوف يبدأ عرض السينما العلوية بعد دقائق قليلة . هل تحب بعض المرطبات ؟
11595	corpus-6-test-corpus-26-train	MSA	سر مباشرة ، من فضلك .
11598	corpus-6-train	MSA	أنا من المغرب .
11600	corpus-6-test-corpus-26-train	MSA	هل من المأمون شرب الماء الذي هنا ؟
11601	corpus-6-train	MSA	ضع الحقيبة هناك والحقيبة الكبيرة في الدولاب ، من فضلك .
11603	corpus-6-train	MSA	لا يجدي شراء الأشياء الرخيصة .
11604	corpus-6-train	MSA	ها هي تذاكرك وورق التأكيد للفندق .
11607	corpus-6-train	MSA	أرسل لي طبيبا ، من فضلك .
11611	corpus-6-train	MSA	أستطيع أن أمضي كل فترة العصر .
11612	corpus-6-train	MSA	شكرا . هذا هو كل ما أحتاج الآن .
11614	corpus-6-train	MSA	شكراً جزيلا . رقم غرفتك هو سبعة عشرونز هذا مفتاحك . سوف يحمل حمالنا الحقائب لك .
11615	corpus-6-train	MSA	اخلع ملابسك واستلقي هنا .
11618	corpus-6-train	MSA	هل تمانع لو أطفأت الراديو ؟
11619	corpus-6-train	MSA	كان رد فعل المتعاملين تجاه المنتج جيداً .
11620	corpus-6-train	MSA	أرغب في بعض الماء الساخن حقاًً .
11621	corpus-6-train	MSA	فليدفع كل منا لنفسه .
11622	corpus-6-test-corpus-26-train	MSA	أهه ، هيا . دولارين فقط .
11625	corpus-6-train	MSA	أيها النادلة .
11626	corpus-6-test-corpus-26-train	MSA	هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟
11628	corpus-6-train	MSA	اصطحبت أخوتي الصغار إلى حديقة الحيوانات ؟
11629	corpus-6-train	MSA	مساء الخير , لقد التقينا ثانية .
11630	corpus-6-train	MSA	لمجرد التذكار . أتعلم أن ليس لدينا هذا النوع من التاكسي في اليابان .
11631	corpus-6-test-corpus-26-train	MSA	حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .
11633	corpus-6-test-corpus-26-train	MSA	نعم ، يا سيد تاناكا هناك رسالتان لك .
11638	corpus-6-train	MSA	هل أستطيع أن التقط صوراً داخل المتحف ؟
11639	corpus-6-train	MSA	ما نوع اللعب التي يلعب بها الأطفال في سن الخامسة أو السادسة في إنجلترا ؟
11640	corpus-6-train	MSA	أريد الحجز في رحلة شركة الخطوط الجوية اليابانية رقم ستة إلى نيويورك يوم الثاني عشر .
11643	corpus-6-test-corpus-26-train	MSA	إنه لا يلائمني .
11644	corpus-6-train	MSA	أعتق أن هذه فكرة جيدة . لو لم توجد اعتراضات , أود أختار .
11646	corpus-6-test-corpus-26-train	MSA	الغد يوم آخر .
11650	corpus-6-train	MSA	كيف يمكن أن أذهب إلى هناك بالحافلة الليموزين ؟
11653	corpus-6-train	MSA	الجولة الوحيدة الباقية لليوم هي جولة المدينة . كل الجولات الأخرى هي جولات ليلية .
11658	corpus-6-train	MSA	مصنوع في إيطاليا ؟
11659	corpus-6-train	MSA	أي خط يذهب إلى محطة لندن ؟
11660	corpus-6-train	MSA	هل لديك أطفال ؟
11661	corpus-6-train	MSA	ليس خطئك .
11663	corpus-6-test-corpus-26-train	MSA	ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟
11664	corpus-6-train	MSA	هذا الطريق , من فضلك . السادس والسابع من هذا الصف .
11666	corpus-6-train	MSA	أين المنحدر الدائري ؟
11668	corpus-6-train	MSA	لا خدعة .
11669	corpus-6-train	MSA	هل يمكن أن ترسل لي مطبوعات حول منتجكم الجديد ؟
11675	corpus-6-train	MSA	هل هذه الكاميرا السينمائية عيار ثمانية ملليمتر هدية ؟
11677	corpus-6-train	MSA	أريد فلاشا .
11678	corpus-6-dev	MSA	أريد مكالمة إيقاظ ، من فضلك .
11680	corpus-6-train	MSA	هل تعني أنك لا تريد التوصل إلى حل وسط معهم ؟
11682	corpus-6-train	MSA	نعم ، سأفعل . متى سنغادر من هنا ؟
11684	corpus-6-train	MSA	اسمي ريزا كوباياشي والرقم الذي أقيم فيه الآن هو اثنان صفر ستة خمسة اثنان خمسة ثلاثة واحد ستة ثمانية .
11685	corpus-6-train	MSA	أريد راديو للجيب , من فضلك .
11687	corpus-6-train	MSA	إلى متى ستمكث هنا ؟
11688	corpus-6-train	MSA	إنه يستغرق بضعة أيام .
11689	corpus-6-test-corpus-26-train	MSA	إن محفظتي نشلت في القطار .
11690	corpus-6-train	MSA	صباح الخير , يا سيدي . هل أساعدك ؟
11692	corpus-6-train	MSA	سأصل بعد العشاء .
11693	corpus-6-train	MSA	سأضع عقداً بحلول الأسبوع القادم .
11696	corpus-6-train	MSA	خمسة . أود أن تضموا الموائد إلى بعضها .
11701	corpus-6-train	MSA	هذا تبديل غير صحيح . من فضلك اعطني ثلاثة دولارات إضافية .
11702	corpus-6-train	MSA	"أريد أن أنزل في محطة "" سنترال "" . من فضلك أعلمني عندما نصل إلى هناك ."
11704	corpus-6-test-corpus-26-train	MSA	إنه بعيد جداً . يحسن بك أن تأخذ سيارة أجرة .
11705	corpus-6-train	MSA	هل هو جلد حقيقي ؟
11706	corpus-6-train	MSA	من فضلك استدعي رجل شرطة .
11707	corpus-6-train	MSA	أي ناد هو الأفضل في موسيقى الجاز ؟
11708	corpus-6-test-corpus-26-train	MSA	أريد مقعداً يطل على الممر ، من فضلك .
11709	corpus-6-test-corpus-26-train	MSA	أعيش في شقة إيجارها ثمانون ألف ين في الشهر .
11710	corpus-6-train	MSA	لم أفهم .
11711	corpus-6-train	MSA	فقدت حقيبة يدي .
11712	corpus-6-train	MSA	هل يمكن أن آخذ صندوقاً للتعبئة ؟
11713	corpus-6-train	MSA	أريد شامبو جاف .
11714	corpus-6-test-corpus-26-train	MSA	هل لي أن أقاطعكم ؟
11715	corpus-6-train	MSA	المناخ معتدل .
11716	corpus-6-train	MSA	نعم ، سأفعل بالتأكيد . من فضلك أرسل أفضل تحياتي للسيدة كاواكامي ، كذلك .
11720	corpus-6-test-corpus-26-dev	MSA	أعرض علىّ مقاساً أكبر .
11721	corpus-6-train	MSA	دعني أرى كم يزن . الحساب خمسة وتسعون سنتا .
11722	corpus-6-train	MSA	هل يمكن أن تضيف الخس والطماطم ؟
11723	corpus-6-train	MSA	من فضلك استدعي سيارة أجرة في الثانية بعد الظهر .
11724	corpus-6-train	MSA	دخلت شظية في أصبعي .
11725	corpus-6-train	MSA	كم تتكلف هذه في اليابان ؟
11727	corpus-6-train	MSA	سوف يصل إلى بورتلاند عند الظهيرة .
11728	corpus-6-train	MSA	إنه غالي جدا بالنسبة لي .
11729	corpus-6-train	MSA	هل انتهيت من غدائك ؟
11730	corpus-6-train	MSA	هلا لففت هذا لي ؟
11731	corpus-6-train	MSA	هل يمكن أن تصف متاعك ؟
11732	corpus-6-dev	MSA	من فضلك ضعه في حقيبة .
11733	corpus-6-train	MSA	هلا انتظرتني ريثما أزور الكاتدرائية ؟
11734	corpus-6-test-corpus-26-train	MSA	معذرة . هل تمانع في أن تبادل المقاعد معي ؟
11736	corpus-6-train	MSA	دعنا نغير النهايات .
11737	corpus-6-train	MSA	كان يحسن بها أن تملأ استمارة الجمارك هذه وتسلمها .
11740	corpus-6-train	MSA	هل أستطيع استعارة قلم ؟
11742	corpus-6-train	MSA	سآخذ ملعقة كبيرة من آيس كريم جوز الهند فوق مخروط بسكويت ، من فضلك .
11744	corpus-6-train	MSA	هل تحب بعض المشروبات ؟
11746	corpus-6-test-corpus-26-train	MSA	نعم ، بالطبع .
11748	corpus-6-train	MSA	ما اسمك ثانية ، من فضلك ؟
11749	corpus-6-train	MSA	دعني أرى ذلك .
11750	corpus-6-train	MSA	لقد جئت لكي أخذ صوري .
11751	corpus-6-test-corpus-26-train	MSA	اذهب إلى الناحية وانعطف يساراً عند إشارة المرور .
11752	corpus-6-train	MSA	من فضلك قصر الأكمام .
11753	corpus-6-train	MSA	أعاني من حمى خفيفة وعندي أيضاً ألم في الصدر في الجانب الأيمن عندما أسعل .
11754	corpus-6-test-corpus-26-dev	MSA	هل تفضل ماسكات للشعر أصغر أم أكبر ؟
11755	corpus-6-train	MSA	عشرون دولاراً مقدماً .
11757	corpus-6-train	MSA	أين منضدة الروليت ؟
11760	corpus-6-train	MSA	أريد الذهاب إلى محطة مترو الأنفاق .
11761	corpus-6-train	MSA	سنصل إلى هناك في الثالثة والنصف بالتوقيت المحلي .
11762	corpus-6-train	MSA	أريد الذهاب إلى الطريق الخامس . ما قيمة الأجر , من فضلك ؟
11767	corpus-6-test-corpus-26-test	MSA	أريد غرفة مفردة بحمام لقاء ثمانين دولارا ، من فضلك .
11770	corpus-6-dev	MSA	هل أحضر لك شيئاً تشربه ؟
11772	corpus-6-train	MSA	أين أقرب محل للحلويات ؟
11773	corpus-6-train	MSA	أوه ، نعم . أريد إرسال ذلك الطرد إلى اليابان . توجد بها قطعة فنية خاصة السكان الأصليين لأستراليا .
11774	corpus-6-train	MSA	ياه ، إنك تقود السيارة بسرعة كبيرة . هلا أبطأت ؟
11777	corpus-6-train	MSA	هل يمكن أن أخذ نبيذ أحمر ، من فضلك ؟
11778	corpus-6-train	MSA	ما هو أجر الغرفة ؟
11780	corpus-6-train	MSA	من فضلك أعطني تلك التي على الرف .
11781	corpus-6-train	MSA	سوف أعتني بهذه المائدة .
11785	corpus-6-train	MSA	لف هذه كل على حدة .
11787	corpus-6-train	MSA	أنه في هذا المكان كبير للغاية .
11788	corpus-6-train	MSA	مساء الخير . فندق ستار . كيف يمكن أن أساعدك ؟
11790	corpus-6-train	MSA	لقد وضعت ربعين دولار للحصول على كوكا ، ولكن لم يخرج شيء من الآلة .
11791	corpus-6-train	MSA	هلا دللتني على مكان يتجمع في الكثير من الشباب ؟
11792	corpus-6-train	MSA	هل يمكن أن أغير شركة الطيران ؟
11794	corpus-6-train	MSA	هل يمكن أن أصرف بعض الشيكات السياحية ؟
11795	corpus-6-train	MSA	لم اقصد أن أؤذي مشاعرك .
11796	corpus-6-dev	MSA	بعد الإقلاع ، سوف نقول لكم المزيد عن خدمتنا اليوم . في الوقت الراهن ، فإذا كنا نستطيع تقديم شيء ليجعل رحلتكم ممتعة ، تفضلوا بطلبه .
11797	corpus-6-train	MSA	من فضلك صلني بالغرفة رقم اثني عشر أربعة وثلاثون .
11798	corpus-6-train	MSA	هل يمكن أن تأخذني إلى طبيب , من فضلك ؟
11799	corpus-6-train	MSA	من فضلك أرني الحساب بالكامل .
11800	corpus-6-test-corpus-26-train	MSA	أريد إيداع مقتنياتي الثمينة في خزينة الفندق .
11802	corpus-6-train	MSA	الطعام بارد .
11803	corpus-6-train	MSA	هل يوجد محل جيد لملابس الرجال ؟
11804	corpus-6-train	MSA	هذا هو كل شيء .
11807	corpus-6-train	MSA	إنها هنا منذ ثلاث سنوات .
11809	corpus-6-train	MSA	أريد أن أحجز ملعب تنس في الثالثة ظهراً لمدة ساعة .
11810	corpus-6-dev	MSA	كل مرة أفشل فيها ، أنجح في المرة التالية .
11811	corpus-6-train	MSA	هل هذا للأطفال ؟
11813	corpus-6-train	MSA	حسنا ، أفضل عطراً ليس فائح الرائحة جدا .
11814	corpus-6-train	MSA	في منزل صديقي .
11815	corpus-6-train	MSA	ماذا يمكن أن أفعل لك ؟ هل تعاني من مشكلة ؟
11817	corpus-6-test-corpus-26-dev	MSA	هل لديكم غرفة متاحة الليلة ؟
11819	corpus-6-train	MSA	كم تتكلف تذكرة العودة ؟
11821	corpus-6-test-corpus-26-train	MSA	نعم ، ولكن تأكد أن تذكرتك معك .
11823	corpus-6-train	MSA	آسف . نحن لا نصنع أي حجوزات .
11825	corpus-6-train	MSA	أين يجب أن أنزل ؟
11829	corpus-6-train	MSA	هل يمكن أن تأخذني إلى أقرب نقطة شرطة ؟
11830	corpus-6-train	MSA	سوف تحصل الضريبة بشكل منفصل .
11831	corpus-6-train	MSA	أين المكان الذي يوصي الأكثرية بزيارته ؟
11832	corpus-6-train	MSA	لماذا لا تضع القليل من الفلفل عليه ؟
11833	corpus-6-train	MSA	أريد بعض الطعام الإيطالي .
11835	corpus-6-train	MSA	أريد مساحة
11836	corpus-6-dev	MSA	كم تبلغ تكلفة إرسالها ؟
11837	corpus-6-train	MSA	كم تبلغ تكلفة الدخول ؟
11839	corpus-6-train	MSA	هوراي .
11840	corpus-6-train	MSA	سوف أصل إلى لوس أنجلوس في الخامسة .
11841	corpus-6-train	MSA	أشعر بألم حاد في صدري .
11842	corpus-6-train	MSA	إنها حقيبة سامسونايت زرقاء كبيرة وعليها ملصقات كثيرة .
11844	corpus-6-train	MSA	هل يمكن لي أن استأنف سفري ؟
11847	corpus-6-train	MSA	حسنا ، سوف تكون التذاكر بانتظاركم في نافذة تذاكر المسرح . شكراً على اتصالكم بشركة تذاكر برودواي تيكتز .
11848	corpus-6-train	MSA	أعتقد أن هذه الأرقام لم يتم إضافتها .
11849	corpus-6-train	MSA	لدينا مشكلة .
11850	corpus-6-train	MSA	هذه الطائرة متأخرة ساعتان عن ميعادها .
11851	corpus-6-train	MSA	هل يحتمل أن تمطر ؟
11852	corpus-6-train	MSA	معذرة ، ولكن هل يتوقف هذا القطار في بالتيمور ؟
11854	corpus-6-train	MSA	لقد ضاع الغسيل الذي كنت علقته في الحمام ليجف .
11861	corpus-6-train	MSA	نعم ، شكرا . أريد كوباً من الشاي .
11862	corpus-6-test-corpus-26-train	MSA	لن ينضم للجولة الاختيارية إلا القليل من الناس .
11864	corpus-6-train	MSA	أراهن بعشرة دولارات .
11865	corpus-6-train	MSA	كتاب دليل سياحي .
11866	corpus-6-train	MSA	من فضلك أرني كيف أفعلها .
11869	corpus-6-train	MSA	أحب هذا المعطف الذي ترتديه حقاً .
11872	corpus-6-test-corpus-26-train	MSA	لا تهتم . على أي حال ، خذني من فضلك إلى مركز الحي الصيني . سأحاول أن أجده بنفسي .
11877	corpus-6-train	MSA	هل تعرف أية أماكن حيدة للإقامة فيها في شيكاغو ؟
11878	corpus-6-train	MSA	حوالي خمسة آلاف ين . شيء لسيدة شابة .
11879	corpus-6-test-corpus-26-train	MSA	تشغل أشخاصاً جدد في أبريل .
11880	corpus-6-test-corpus-26-train	MSA	أرجو ذلك .
11882	corpus-6-train	MSA	أين يمكن أن أجد لوحة النشرات ؟
11883	corpus-6-train	MSA	هلا فتحت لي الباب من فضلك ؟
11885	corpus-6-test-corpus-26-train	MSA	اثنان ويسكي مع الماء , من فضلك .
11888	corpus-6-dev	MSA	ماذا في الموضة الآن ؟
11890	corpus-6-train	MSA	هل هناك استراحة ؟
11892	corpus-6-train	MSA	إنه يود قتلي . انظر ، أسد لي معروفاً . اذهب إلى الحمام , وافتح نافذة وانتظر هناك .
11894	corpus-6-train	MSA	نعم ، يا سيدي بيرو جينو على الجانب الغربي .
11896	corpus-6-train	MSA	هل احتفظ بهذا الكوب هنا ؟
11897	corpus-6-train	MSA	من فضلك غادر الفندق قبل التاسعة .
11899	corpus-6-train	MSA	سآخذ حساء الخضار وشرائح الضأن المشوية ، من فضلك .
11901	corpus-6-test-corpus-26-train	MSA	من الذي يعزف ؟
11902	corpus-6-train	MSA	أين أجد مترو الأنفاق ؟
11903	corpus-6-train	MSA	من فضلك أرني لوناً أخر .
11907	corpus-6-train	MSA	هل يوجد تزلج في الليل ؟
11909	corpus-6-train	MSA	أريد أن أحجز غرفة لليلة .
11911	corpus-6-dev	MSA	بعد أن تنتهي مع الشرطة ، من فضلك اتصل بي ثانية لكي أعطيك الأرقام الأخرى التي تحتاجها .
11912	corpus-6-train	MSA	إنها تتورم وهناك ألم نابض .
11913	corpus-6-test-corpus-26-dev	MSA	هل يمكن أن تتصلوا بي إن عثرتم على حقيبتي ؟
11914	corpus-6-train	MSA	من فضلك اشحنه على هذا العنوان .
11916	corpus-6-test-corpus-26-train	MSA	إلى اليسار ، من فضلك .
11917	corpus-6-train	MSA	مشغل الاسطوانات هذا لا يعمل . أريد استرجاع نقودي .
11918	corpus-6-train	MSA	إنه جميل .
11920	corpus-6-train	MSA	أوه ، أود ذلك .
11921	corpus-6-train	MSA	هذا هو السيد ياماموتو ، غرفة ثلاثة خمسة وثلاثون . إن الأشخاص في الغرفة المجاورة يحدثون ضجة كبيرة . أريد تغيير الغرفة .
11922	corpus-6-train	MSA	هل لديكم شيء أضيق ؟
11923	corpus-6-dev	MSA	كم نجعل مدة هذا العقد ؟
11925	corpus-6-dev	MSA	كأس من ستابليس .
11926	corpus-6-train	MSA	كم تبلغ تكلفة الرخصة ؟
11927	corpus-6-train	MSA	كم سعر هذه العملة ؟
11930	corpus-6-train	MSA	عندي آلام الدورة .
11932	corpus-6-test-corpus-26-test	MSA	هلا وقفت معي لالتقاط صورة ؟
11934	corpus-6-dev	MSA	كالمعتاد .
11936	corpus-6-train	MSA	لقد أصبت .
11937	corpus-6-train	MSA	إنه طويل .
11938	corpus-6-test-corpus-26-dev	MSA	لا . هل تحب الإبلاغ عنه ؟
11939	corpus-6-train	MSA	إلى العروس الجميلة سوزان ، بالتوفيق .
11940	corpus-6-train	MSA	عفواً ، يا سيدتي . لقد وقع منديلك .
11941	corpus-6-train	MSA	بالبريد الجوي ، من فضلك .
11944	corpus-6-train	MSA	هل تريد مقعداً بجوار النافذة أم بجوار الممر ؟
11948	corpus-6-train	MSA	أهلاً . هل تقول لي كيف أحصل على تذاكر لمباراة اليوم ؟ نحن نقيم في مانهاتن الآن .
11949	corpus-6-test-corpus-26-train	MSA	هذه السن في المقدمة تؤلمني .
11952	corpus-6-train	MSA	على أي قسم من (أي) أنت ذاهب !
11954	corpus-6-train	MSA	شكرا . أنا ذاهب إلى حفل .
11958	corpus-6-train	MSA	أريد فيلماً لهذه الكاميرا بسرعة ، من فضلك .
11959	corpus-6-test-corpus-26-train	MSA	ما هي أحدث ألعاب الكمبيوتر لفتى سنه خمسة عشر عاما ؟
11960	corpus-6-train	MSA	هلا استدعيت طبيبا ، من فضلك ؟
11962	corpus-6-train	MSA	ليس حقا . لكن لدي صداع خفيف .
11963	corpus-6-train	MSA	هل هناك حفل كبير لموسيقي الجاز ؟
11964	corpus-6-train	MSA	لقد جئت إلى هنا لأجري أبحاث في التسويق .
11965	corpus-6-train	MSA	من فضلك انظر فيما يمكن أن تفعله لي .
11967	corpus-6-train	MSA	هل يمكن أن أدعوك للغداء ؟
11969	corpus-6-train	MSA	فيزا .
11972	corpus-6-test-corpus-26-train	MSA	سنراك في الغد .
11973	corpus-6-test-corpus-26-test	MSA	هل يوجد مطعم أرخص قريب من هنا ؟
11974	corpus-6-train	MSA	أريد بعضاً من مسحوق الغسيل .
11975	corpus-6-test-corpus-26-train	MSA	لا ، ولكن شكراً لك . إنني أشعر بتحسن .
11976	corpus-6-test-corpus-26-train	MSA	هل لديكم أي خبز ؟
11977	corpus-6-test-corpus-26-train	MSA	ما هو مستوى مهارتك في عزف الكمان ؟
11982	corpus-6-train	MSA	بالتأكيد لقد قلت : هل تعرف السيد هوايت ؟
11983	corpus-6-train	MSA	شكراً على النصيحة . سأجرب ذلك في المرة القادمة ؟
11986	corpus-6-train	MSA	هل تعاني من حساسية بالنسبة لأدوية معينة ؟
11988	corpus-6-train	MSA	كلا ، شكراً .
11990	corpus-6-test-corpus-26-train	MSA	لقد انزلقت قدما صديقي وسقط في الحمام .
11991	corpus-6-test-corpus-26-train	MSA	أريد مطفأة سجائر .
11992	corpus-6-train	MSA	لا أظن لك . إنها فكرة عظيمة .
11993	corpus-6-train	MSA	شغّل المكيف من فضلك .
11996	corpus-6-train	MSA	أريد زجاجة مياه معدنية .
11997	corpus-6-test-corpus-26-train	MSA	حظرت المسيحية وأغلقت البلاد بالنسبة لبقية العالم .
11998	corpus-6-train	MSA	هلاّ زكيت لي بعض الأماكن الطيبة لزيارتها نهارا ؟
11999	corpus-6-train	MSA	هل يسعني استئجار مرشد اليوم ؟
12002	corpus-6-train	MSA	من أي جزء في الولايات المتحدة أنت ؟
12003	corpus-6-dev	MSA	من فضلك حول هذه النقود إلى جنيهات .
12004	corpus-6-train	MSA	هذا الأمر مرهون بطول الرحلة .
12005	corpus-6-test-corpus-26-train	MSA	ما الكمية التي تريدها ؟
12006	corpus-6-train	MSA	هلاّ خلع ملابسك حتى خصرك ؟
12007	corpus-6-dev	MSA	إني من إسرائيل .
12008	corpus-6-train	MSA	آه بحلقي زيتونه محشورة .
12009	corpus-6-train	MSA	من أين أحصل على الكتب المدرسية ؟
12012	corpus-6-test-corpus-26-train	MSA	خلطة جمبري لها ، وكذلك لي .
12013	corpus-6-train	MSA	لقد صدمتني سيارة .
12014	corpus-6-dev	MSA	نريد ماصة من فضلك .
12015	corpus-6-train	MSA	إن الثلاجة معطلة .
12016	corpus-6-train	MSA	استوف بيانات هذه الاستمارة من فضلك ثم أعدها بالفاكس إليه .
12019	corpus-6-train	MSA	إلى اللقاء .
12020	corpus-6-train	MSA	أهذا رصيف القطار المتجه إلى باريس ؟
12022	corpus-6-train	MSA	أهلاً بك . كان ذلك مدعاة لسروري .
12023	corpus-6-train	MSA	"عجبا هل لازال هناك حفلات "" جيشا "" ؟"
12024	corpus-6-train	MSA	ولكن أسماء المحطات في الغالب مكتوبة باليابانية فحسب . ولذا قد يصعب فهمها .
12026	corpus-6-train	MSA	ماذا تصنع الدودة في حقل قمح ؟
12029	corpus-6-train	MSA	ماذا تريد ؟
12031	corpus-6-train	MSA	شكراً جزيلاً ولكن هلا أخبرتني باليوم الذي تنوي فيه ذلك ؟
12032	corpus-6-dev	MSA	أظنك قد جلست على مقعدي .
12033	corpus-6-test-corpus-26-train	MSA	هلاّ جعلت توقيعك هنا والحروف الأولى من اسمك هنا .
12034	corpus-6-dev	MSA	في تلك الحال لن يكون لدي متسع من الوقت .
12035	corpus-6-test-corpus-26-train	MSA	لقد أثلج صدري زيارة مقاركم الرئيسية وكذا ما جرى بيننا من مناقشات مهمة . شكراً جزيلاً على ما أبديتموه من تعاون .
12036	corpus-6-train	MSA	لغير المدخنين من فضلك .
12037	corpus-6-train	MSA	أريد التوجه إلى مانهاتن ، كم سيكلفني ذلك ؟
12040	corpus-6-train	MSA	من فضلك زكّ لنا مطعما قريبا مناسبا , وحدده فوق الخريطة .
12042	corpus-6-train	MSA	عليك أن تعبر بوابة أخرى إن أردت أرصفة شينكانسين .
12043	corpus-6-train	MSA	أين مسرح السينما ؟
12044	corpus-6-train	MSA	إنه كيموتو .
12045	corpus-6-train	MSA	هلاّ أوصلتني إلى شخص يتحدث اليابانية ؟
12046	corpus-6-train	MSA	أربعة أيام .
12047	corpus-6-train	MSA	دعني أحسبها . سيكون ذلك أربعة عشر وخمسون .
12049	corpus-6-train	MSA	تأخر ميعاد ركوب طائرة رحلة يونايتد إيرلاينز واحد سبعة خمسة . رجاء الانتظار عشر دقائق .
12050	corpus-6-train	MSA	حسناً ، سأشتريه .
12054	corpus-6-test-corpus-26-train	MSA	إن غطيطك مزعج .
12055	corpus-6-train	MSA	هل يشمل هذا السعر الضريبة والخدمة والإفطار ؟
12056	corpus-6-test-corpus-26-train	MSA	إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟
12057	corpus-6-test-corpus-26-dev	MSA	اخرج من ذلك الباب ، وانتظر عند المحطة رقم ستة .
12060	corpus-6-test-corpus-26-dev	MSA	دجاج محمر ، من فضلك .
12063	corpus-6-train	MSA	دعني أتحدث عن أوقات الوجبات في هذا المنزل .
